"ID","Date","Year","Method_EN","Ti.1_So.2_Ha.3","Crop.type","Main.crop.or.cover.crop","Coordinates..center.of.the.field.","Country","Farm","geometry","Crop","type","Month"
309,"2024-07-09",2024,"Harvesting",3,"Winter barley","Main crop","12.9353036760664,45.6221738734948","NL","Unifarm","MULTIPOLYGON (((12.932587 45.621095, 12.932405 45.621343, 12.933928 45.621769, 12.935947 45.622344, 12.937463 45.622774, 12.938225 45.622993, 12.938406 45.622748, 12.937444 45.622474, 12.935698 45.621984, 12.93405 45.621506, 12.932587 45.621095)),((12.932391 45.621363, 12.932212 45.621607, 12.933405 45.621942, 12.935062 45.622412, 12.936879 45.622925, 12.938028 45.623259, 12.93821 45.623013, 12.937451 45.622795, 12.935935 45.622365, 12.933916 45.62179, 12.932391 45.621363)))","Winter crop",3,"July"
309,"2024-09-10",2024,"Sowing",2,"Winter barley","Main crop","12.9353036760664,45.6221738734948","NL","Unifarm","MULTIPOLYGON (((12.932587 45.621095, 12.932405 45.621343, 12.933928 45.621769, 12.935947 45.622344, 12.937463 45.622774, 12.938225 45.622993, 12.938406 45.622748, 12.937444 45.622474, 12.935698 45.621984, 12.93405 45.621506, 12.932587 45.621095)),((12.932391 45.621363, 12.932212 45.621607, 12.933405 45.621942, 12.935062 45.622412, 12.936879 45.622925, 12.938028 45.623259, 12.93821 45.623013, 12.937451 45.622795, 12.935935 45.622365, 12.933916 45.62179, 12.932391 45.621363)))","Winter crop",2,"September"
309,"2023-10-03",2023,"Sowing",2,"Winter barley","Main crop","12.9353036760664,45.6221738734948","NL","Unifarm","MULTIPOLYGON (((12.932587 45.621095, 12.932405 45.621343, 12.933928 45.621769, 12.935947 45.622344, 12.937463 45.622774, 12.938225 45.622993, 12.938406 45.622748, 12.937444 45.622474, 12.935698 45.621984, 12.93405 45.621506, 12.932587 45.621095)),((12.932391 45.621363, 12.932212 45.621607, 12.933405 45.621942, 12.935062 45.622412, 12.936879 45.622925, 12.938028 45.623259, 12.93821 45.623013, 12.937451 45.622795, 12.935935 45.622365, 12.933916 45.62179, 12.932391 45.621363)))","Winter crop",2,"October"
310,"2024-07-09",2024,"Harvesting",3,"Winter barley","Main crop","12.9371646055919,45.6294504746829","NL","Unifarm","MULTIPOLYGON (((12.934439 45.628369, 12.934332 45.628514, 12.934277 45.62859, 12.935947 45.629058, 12.937633 45.629541, 12.939165 45.62998, 12.9401 45.630243, 12.940263 45.630024, 12.939247 45.629732, 12.937568 45.629256, 12.935802 45.628753, 12.934439 45.628369)),((12.934071 45.628875, 12.935355 45.629243, 12.937211 45.629774, 12.938881 45.630243, 12.939888 45.63053, 12.940085 45.630264, 12.939153 45.63, 12.937621 45.629562, 12.935935 45.629079, 12.934262 45.62861, 12.934071 45.628875)))","Winter crop",3,"July"
310,"2024-09-10",2024,"Sowing",2,"Winter barley","Main crop","12.9371646055919,45.6294504746829","NL","Unifarm","MULTIPOLYGON (((12.934439 45.628369, 12.934332 45.628514, 12.934277 45.62859, 12.935947 45.629058, 12.937633 45.629541, 12.939165 45.62998, 12.9401 45.630243, 12.940263 45.630024, 12.939247 45.629732, 12.937568 45.629256, 12.935802 45.628753, 12.934439 45.628369)),((12.934071 45.628875, 12.935355 45.629243, 12.937211 45.629774, 12.938881 45.630243, 12.939888 45.63053, 12.940085 45.630264, 12.939153 45.63, 12.937621 45.629562, 12.935935 45.629079, 12.934262 45.62861, 12.934071 45.628875)))","Winter crop",2,"September"
310,"2023-10-04",2023,"Sowing",2,"Winter barley","Main crop","12.9371646055919,45.6294504746829","NL","Unifarm","MULTIPOLYGON (((12.934439 45.628369, 12.934332 45.628514, 12.934277 45.62859, 12.935947 45.629058, 12.937633 45.629541, 12.939165 45.62998, 12.9401 45.630243, 12.940263 45.630024, 12.939247 45.629732, 12.937568 45.629256, 12.935802 45.628753, 12.934439 45.628369)),((12.934071 45.628875, 12.935355 45.629243, 12.937211 45.629774, 12.938881 45.630243, 12.939888 45.63053, 12.940085 45.630264, 12.939153 45.63, 12.937621 45.629562, 12.935935 45.629079, 12.934262 45.62861, 12.934071 45.628875)))","Winter crop",2,"October"
311,"2024-10-22",2024,"Harvesting",3,"Sugar beet","Main crop","12.9371646055919,45.6294504746829","NL","Unifarm","MULTIPOLYGON (((12.934439 45.628369, 12.934332 45.628514, 12.934277 45.62859, 12.935947 45.629058, 12.937633 45.629541, 12.939165 45.62998, 12.9401 45.630243, 12.940263 45.630024, 12.939247 45.629732, 12.937568 45.629256, 12.935802 45.628753, 12.934439 45.628369)),((12.934071 45.628875, 12.935355 45.629243, 12.937211 45.629774, 12.938881 45.630243, 12.939888 45.63053, 12.940085 45.630264, 12.939153 45.63, 12.937621 45.629562, 12.935935 45.629079, 12.934262 45.62861, 12.934071 45.628875)))","Summer crop",3,"October"
311,"2024-04-15",2024,"Sowing",2,"Sugar beet","Main crop","12.9371646055919,45.6294504746829","NL","Unifarm","MULTIPOLYGON (((12.934439 45.628369, 12.934332 45.628514, 12.934277 45.62859, 12.935947 45.629058, 12.937633 45.629541, 12.939165 45.62998, 12.9401 45.630243, 12.940263 45.630024, 12.939247 45.629732, 12.937568 45.629256, 12.935802 45.628753, 12.934439 45.628369)),((12.934071 45.628875, 12.935355 45.629243, 12.937211 45.629774, 12.938881 45.630243, 12.939888 45.63053, 12.940085 45.630264, 12.939153 45.63, 12.937621 45.629562, 12.935935 45.629079, 12.934262 45.62861, 12.934071 45.628875)))","Summer crop",2,"April"
311,"2024-11-08",2024,"Sowing",2,"Other","Undersowing","12.9371646055919,45.6294504746829","NL","Unifarm","MULTIPOLYGON (((12.934439 45.628369, 12.934332 45.628514, 12.934277 45.62859, 12.935947 45.629058, 12.937633 45.629541, 12.939165 45.62998, 12.9401 45.630243, 12.940263 45.630024, 12.939247 45.629732, 12.937568 45.629256, 12.935802 45.628753, 12.934439 45.628369)),((12.934071 45.628875, 12.935355 45.629243, 12.937211 45.629774, 12.938881 45.630243, 12.939888 45.63053, 12.940085 45.630264, 12.939153 45.63, 12.937621 45.629562, 12.935935 45.629079, 12.934262 45.62861, 12.934071 45.628875)))","Cover crop",2,"November"
312,"2023-10-26",2023,"Harvesting",3,"Corn silage","Main crop","12.9371646055919,45.6294504746829","NL","Unifarm","MULTIPOLYGON (((12.934439 45.628369, 12.934332 45.628514, 12.934277 45.62859, 12.935947 45.629058, 12.937633 45.629541, 12.939165 45.62998, 12.9401 45.630243, 12.940263 45.630024, 12.939247 45.629732, 12.937568 45.629256, 12.935802 45.628753, 12.934439 45.628369)),((12.934071 45.628875, 12.935355 45.629243, 12.937211 45.629774, 12.938881 45.630243, 12.939888 45.63053, 12.940085 45.630264, 12.939153 45.63, 12.937621 45.629562, 12.935935 45.629079, 12.934262 45.62861, 12.934071 45.628875)))","Summer crop",3,"October"
312,"2024-10-22",2024,"Harvesting",3,"Sugar beet","Main crop","12.9606703383045,45.6397098919451","NL","Unifarm","MULTIPOLYGON (((12.961637 45.637533, 12.963513 45.640785, 12.963834 45.640693, 12.961962 45.637442, 12.961637 45.637533)),((12.96281 45.640986, 12.963126 45.640896, 12.961255 45.637641, 12.960918 45.637739, 12.96281 45.640986)),((12.962086 45.641193, 12.96241 45.6411, 12.960544 45.637848, 12.960207 45.637947, 12.962086 45.641193)),((12.959165 45.638244, 12.961017 45.641499, 12.961345 45.641405, 12.959468 45.638158, 12.959165 45.638244)),((12.959947 45.641804, 12.960276 45.64171, 12.958389 45.638463, 12.958075 45.638551, 12.959947 45.641804)),((12.957352 45.638748, 12.959231 45.642009, 12.95957 45.641912, 12.95766 45.638667, 12.957454 45.638725, 12.957352 45.638748)))","Summer crop",3,"October"
312,"2024-04-11",2024,"Sowing",2,"Sugar beet","Main crop","12.9606703383045,45.6397098919451","NL","Unifarm","MULTIPOLYGON (((12.961637 45.637533, 12.963513 45.640785, 12.963834 45.640693, 12.961962 45.637442, 12.961637 45.637533)),((12.96281 45.640986, 12.963126 45.640896, 12.961255 45.637641, 12.960918 45.637739, 12.96281 45.640986)),((12.962086 45.641193, 12.96241 45.6411, 12.960544 45.637848, 12.960207 45.637947, 12.962086 45.641193)),((12.959165 45.638244, 12.961017 45.641499, 12.961345 45.641405, 12.959468 45.638158, 12.959165 45.638244)),((12.959947 45.641804, 12.960276 45.64171, 12.958389 45.638463, 12.958075 45.638551, 12.959947 45.641804)),((12.957352 45.638748, 12.959231 45.642009, 12.95957 45.641912, 12.95766 45.638667, 12.957454 45.638725, 12.957352 45.638748)))","Summer crop",2,"April"
312,"2023-05-25",2023,"Sowing",2,"Corn silage","Main crop","12.9606703383045,45.6397098919451","NL","Unifarm","MULTIPOLYGON (((12.961637 45.637533, 12.963513 45.640785, 12.963834 45.640693, 12.961962 45.637442, 12.961637 45.637533)),((12.96281 45.640986, 12.963126 45.640896, 12.961255 45.637641, 12.960918 45.637739, 12.96281 45.640986)),((12.962086 45.641193, 12.96241 45.6411, 12.960544 45.637848, 12.960207 45.637947, 12.962086 45.641193)),((12.959165 45.638244, 12.961017 45.641499, 12.961345 45.641405, 12.959468 45.638158, 12.959165 45.638244)),((12.959947 45.641804, 12.960276 45.64171, 12.958389 45.638463, 12.958075 45.638551, 12.959947 45.641804)),((12.957352 45.638748, 12.959231 45.642009, 12.95957 45.641912, 12.95766 45.638667, 12.957454 45.638725, 12.957352 45.638748)))","Summer crop",2,"May"
312,"2024-11-08",2024,"Sowing",2,"Other","Undersowing","12.9606703383045,45.6397098919451","NL","Unifarm","MULTIPOLYGON (((12.961637 45.637533, 12.963513 45.640785, 12.963834 45.640693, 12.961962 45.637442, 12.961637 45.637533)),((12.96281 45.640986, 12.963126 45.640896, 12.961255 45.637641, 12.960918 45.637739, 12.96281 45.640986)),((12.962086 45.641193, 12.96241 45.6411, 12.960544 45.637848, 12.960207 45.637947, 12.962086 45.641193)),((12.959165 45.638244, 12.961017 45.641499, 12.961345 45.641405, 12.959468 45.638158, 12.959165 45.638244)),((12.959947 45.641804, 12.960276 45.64171, 12.958389 45.638463, 12.958075 45.638551, 12.959947 45.641804)),((12.957352 45.638748, 12.959231 45.642009, 12.95957 45.641912, 12.95766 45.638667, 12.957454 45.638725, 12.957352 45.638748)))","Cover crop",2,"November"
312,"2023-06-12",2023,"Sowing",2,"Other","Undersowing","12.9606703383045,45.6397098919451","NL","Unifarm","MULTIPOLYGON (((12.961637 45.637533, 12.963513 45.640785, 12.963834 45.640693, 12.961962 45.637442, 12.961637 45.637533)),((12.96281 45.640986, 12.963126 45.640896, 12.961255 45.637641, 12.960918 45.637739, 12.96281 45.640986)),((12.962086 45.641193, 12.96241 45.6411, 12.960544 45.637848, 12.960207 45.637947, 12.962086 45.641193)),((12.959165 45.638244, 12.961017 45.641499, 12.961345 45.641405, 12.959468 45.638158, 12.959165 45.638244)),((12.959947 45.641804, 12.960276 45.64171, 12.958389 45.638463, 12.958075 45.638551, 12.959947 45.641804)),((12.957352 45.638748, 12.959231 45.642009, 12.95957 45.641912, 12.95766 45.638667, 12.957454 45.638725, 12.957352 45.638748)))","Cover crop",2,"June"
313,"2023-10-26",2023,"Harvesting",3,"Corn silage","Main crop","12.9606703383045,45.6397098919451","NL","Unifarm","MULTIPOLYGON (((12.961637 45.637533, 12.963513 45.640785, 12.963834 45.640693, 12.961962 45.637442, 12.961637 45.637533)),((12.96281 45.640986, 12.963126 45.640896, 12.961255 45.637641, 12.960918 45.637739, 12.96281 45.640986)),((12.962086 45.641193, 12.96241 45.6411, 12.960544 45.637848, 12.960207 45.637947, 12.962086 45.641193)),((12.959165 45.638244, 12.961017 45.641499, 12.961345 45.641405, 12.959468 45.638158, 12.959165 45.638244)),((12.959947 45.641804, 12.960276 45.64171, 12.958389 45.638463, 12.958075 45.638551, 12.959947 45.641804)),((12.957352 45.638748, 12.959231 45.642009, 12.95957 45.641912, 12.95766 45.638667, 12.957454 45.638725, 12.957352 45.638748)))","Summer crop",3,"October"
313,"2024-10-22",2024,"Harvesting",3,"Sugar beet","Main crop","12.9606703383045,45.6397098919451","NL","Unifarm","MULTIPOLYGON (((12.961637 45.637533, 12.963513 45.640785, 12.963834 45.640693, 12.961962 45.637442, 12.961637 45.637533)),((12.96281 45.640986, 12.963126 45.640896, 12.961255 45.637641, 12.960918 45.637739, 12.96281 45.640986)),((12.962086 45.641193, 12.96241 45.6411, 12.960544 45.637848, 12.960207 45.637947, 12.962086 45.641193)),((12.959165 45.638244, 12.961017 45.641499, 12.961345 45.641405, 12.959468 45.638158, 12.959165 45.638244)),((12.959947 45.641804, 12.960276 45.64171, 12.958389 45.638463, 12.958075 45.638551, 12.959947 45.641804)),((12.957352 45.638748, 12.959231 45.642009, 12.95957 45.641912, 12.95766 45.638667, 12.957454 45.638725, 12.957352 45.638748)))","Summer crop",3,"October"
313,"2024-04-11",2024,"Sowing",2,"Sugar beet","Main crop","12.9611852627586,45.639563476073","NL","Unifarm","MULTIPOLYGON (((12.962317 45.637342, 12.961991 45.637433, 12.963863 45.640685, 12.964189 45.640592, 12.962317 45.637342)),((12.959871 45.638045, 12.961725 45.641296, 12.962056 45.641202, 12.960177 45.637955, 12.959871 45.638045)),((12.958419 45.638454, 12.960306 45.641702, 12.960634 45.641608, 12.958755 45.638359, 12.958419 45.638454)))","Summer crop",2,"April"
313,"2023-05-25",2023,"Sowing",2,"Corn silage","Main crop","12.9611852627586,45.639563476073","NL","Unifarm","MULTIPOLYGON (((12.962317 45.637342, 12.961991 45.637433, 12.963863 45.640685, 12.964189 45.640592, 12.962317 45.637342)),((12.959871 45.638045, 12.961725 45.641296, 12.962056 45.641202, 12.960177 45.637955, 12.959871 45.638045)),((12.958419 45.638454, 12.960306 45.641702, 12.960634 45.641608, 12.958755 45.638359, 12.958419 45.638454)))","Summer crop",2,"May"
313,"2023-06-12",2023,"Sowing",2,"Corn silage","Main crop","12.9611852627586,45.639563476073","NL","Unifarm","MULTIPOLYGON (((12.962317 45.637342, 12.961991 45.637433, 12.963863 45.640685, 12.964189 45.640592, 12.962317 45.637342)),((12.959871 45.638045, 12.961725 45.641296, 12.962056 45.641202, 12.960177 45.637955, 12.959871 45.638045)),((12.958419 45.638454, 12.960306 45.641702, 12.960634 45.641608, 12.958755 45.638359, 12.958419 45.638454)))","Summer crop",2,"June"
314,"2023-07-25",2023,"Harvesting",3,"Winter wheat","Main crop","12.9611852627586,45.639563476073","NL","Unifarm","MULTIPOLYGON (((12.962317 45.637342, 12.961991 45.637433, 12.963863 45.640685, 12.964189 45.640592, 12.962317 45.637342)),((12.959871 45.638045, 12.961725 45.641296, 12.962056 45.641202, 12.960177 45.637955, 12.959871 45.638045)),((12.958419 45.638454, 12.960306 45.641702, 12.960634 45.641608, 12.958755 45.638359, 12.958419 45.638454)))","Winter crop",3,"July"
314,"2024-10-23",2024,"Harvesting",3,"Sugar beet","Main crop","12.9611852627586,45.639563476073","NL","Unifarm","MULTIPOLYGON (((12.962317 45.637342, 12.961991 45.637433, 12.963863 45.640685, 12.964189 45.640592, 12.962317 45.637342)),((12.959871 45.638045, 12.961725 45.641296, 12.962056 45.641202, 12.960177 45.637955, 12.959871 45.638045)),((12.958419 45.638454, 12.960306 45.641702, 12.960634 45.641608, 12.958755 45.638359, 12.958419 45.638454)))","Summer crop",3,"October"
314,"2023-09-15",2023,"Sowing",2,"Mixture","Cover crop","12.9611852627586,45.639563476073","NL","Unifarm","MULTIPOLYGON (((12.962317 45.637342, 12.961991 45.637433, 12.963863 45.640685, 12.964189 45.640592, 12.962317 45.637342)),((12.959871 45.638045, 12.961725 45.641296, 12.962056 45.641202, 12.960177 45.637955, 12.959871 45.638045)),((12.958419 45.638454, 12.960306 45.641702, 12.960634 45.641608, 12.958755 45.638359, 12.958419 45.638454)))","Cover crop",2,"September"
314,"2024-04-15",2024,"Sowing",2,"Sugar beet","Main crop","12.9611852627586,45.639563476073","NL","Unifarm","MULTIPOLYGON (((12.962317 45.637342, 12.961991 45.637433, 12.963863 45.640685, 12.964189 45.640592, 12.962317 45.637342)),((12.959871 45.638045, 12.961725 45.641296, 12.962056 45.641202, 12.960177 45.637955, 12.959871 45.638045)),((12.958419 45.638454, 12.960306 45.641702, 12.960634 45.641608, 12.958755 45.638359, 12.958419 45.638454)))","Summer crop",2,"April"
314,"2022-11-02",2022,"Sowing",2,"Winter wheat","Main crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Winter crop",2,"November"
314,"2024-11-05",2024,"Sowing",2,"Other","Undersowing","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Cover crop",2,"November"
319,"2023-08-14",2023,"Harvesting",3,"Summer wheat","Main crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Summer crop",3,"August"
319,"2024-09-20",2024,"Harvesting",3,"Sugar beet","Main crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Summer crop",3,"September"
319,"2024-09-26",2024,"Sowing",2,"Fodder radish","Cover crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Cover crop",2,"September"
319,"2023-08-28",2023,"Sowing",2,"Other","Cover crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Cover crop",2,"August"
319,"2024-04-08",2024,"Sowing",2,"Sugar beet","Main crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Summer crop",2,"April"
319,"2023-04-05",2023,"Sowing",2,"Summer wheat","Main crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Summer crop",2,"April"
320,"2023-09-26",2023,"Harvesting",3,"Corn silage","Main crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Summer crop",3,"September"
320,"2023-05-22",2023,"Sowing",2,"Corn silage","Main crop","12.9670348116363,45.6359131545494","NL","Unifarm","MULTIPOLYGON (((12.968427 45.63508, 12.968352 45.635084, 12.968069 45.635079, 12.96799 45.635072, 12.967416 45.635825, 12.966749 45.63671, 12.96731 45.636545, 12.967928 45.635735, 12.968427 45.63508)),((12.966854 45.635894, 12.967525 45.635009, 12.967308 45.634948, 12.967163 45.634895, 12.966459 45.635847, 12.965553 45.637059, 12.9661 45.6369, 12.966854 45.635894)))","Summer crop",2,"May"
322,"2024-05-21",2024,"Sowing",2,"Corn silage","Main crop","12.9549214441925,45.6247771858513","NL","Unifarm","MULTIPOLYGON (((12.952458 45.623461, 12.95234 45.623614, 12.952328 45.62363, 12.952141 45.623872, 12.953528 45.624375, 12.955344 45.625028, 12.957603 45.625839, 12.957662 45.625759, 12.957796 45.625577, 12.957904 45.625431, 12.952572 45.623502, 12.952458 45.623461)),((12.952127 45.62389, 12.951946 45.624141, 12.953231 45.6246, 12.955254 45.625326, 12.957409 45.626101, 12.95759 45.625857, 12.955331 45.625046, 12.953515 45.624393, 12.952127 45.62389)))","Summer crop",2,"May"
322,"2023-05-04",2023,"Sowing",2,"Faba bean","Main crop","12.9549214441925,45.6247771858513","NL","Unifarm","MULTIPOLYGON (((12.952458 45.623461, 12.95234 45.623614, 12.952328 45.62363, 12.952141 45.623872, 12.953528 45.624375, 12.955344 45.625028, 12.957603 45.625839, 12.957662 45.625759, 12.957796 45.625577, 12.957904 45.625431, 12.952572 45.623502, 12.952458 45.623461)),((12.952127 45.62389, 12.951946 45.624141, 12.953231 45.6246, 12.955254 45.625326, 12.957409 45.626101, 12.95759 45.625857, 12.955331 45.625046, 12.953515 45.624393, 12.952127 45.62389)))","Summer crop",2,"May"
322,"2024-10-14",2024,"Sowing",2,"Other","Undersowing","12.9549214441925,45.6247771858513","NL","Unifarm","MULTIPOLYGON (((12.952458 45.623461, 12.95234 45.623614, 12.952328 45.62363, 12.952141 45.623872, 12.953528 45.624375, 12.955344 45.625028, 12.957603 45.625839, 12.957662 45.625759, 12.957796 45.625577, 12.957904 45.625431, 12.952572 45.623502, 12.952458 45.623461)),((12.952127 45.62389, 12.951946 45.624141, 12.953231 45.6246, 12.955254 45.625326, 12.957409 45.626101, 12.95759 45.625857, 12.955331 45.625046, 12.953515 45.624393, 12.952127 45.62389)))","Cover crop",2,"October"
322,"2023-05-25",2023,"Sowing",2,"Other","Undersowing","12.9549214441925,45.6247771858513","NL","Unifarm","MULTIPOLYGON (((12.952458 45.623461, 12.95234 45.623614, 12.952328 45.62363, 12.952141 45.623872, 12.953528 45.624375, 12.955344 45.625028, 12.957603 45.625839, 12.957662 45.625759, 12.957796 45.625577, 12.957904 45.625431, 12.952572 45.623502, 12.952458 45.623461)),((12.952127 45.62389, 12.951946 45.624141, 12.953231 45.6246, 12.955254 45.625326, 12.957409 45.626101, 12.95759 45.625857, 12.955331 45.625046, 12.953515 45.624393, 12.952127 45.62389)))","Cover crop",2,"May"
321,"2024-07-09",2024,"Harvesting",3,"Winter barley","Main crop","12.9549214441925,45.6247771858513","NL","Unifarm","MULTIPOLYGON (((12.952458 45.623461, 12.95234 45.623614, 12.952328 45.62363, 12.952141 45.623872, 12.953528 45.624375, 12.955344 45.625028, 12.957603 45.625839, 12.957662 45.625759, 12.957796 45.625577, 12.957904 45.625431, 12.952572 45.623502, 12.952458 45.623461)),((12.952127 45.62389, 12.951946 45.624141, 12.953231 45.6246, 12.955254 45.625326, 12.957409 45.626101, 12.95759 45.625857, 12.955331 45.625046, 12.953515 45.624393, 12.952127 45.62389)))","Winter crop",3,"July"
321,"2023-11-07",2023,"Sowing",2,"Winter barley","Main crop","12.9549214441925,45.6247771858513","NL","Unifarm","MULTIPOLYGON (((12.952458 45.623461, 12.95234 45.623614, 12.952328 45.62363, 12.952141 45.623872, 12.953528 45.624375, 12.955344 45.625028, 12.957603 45.625839, 12.957662 45.625759, 12.957796 45.625577, 12.957904 45.625431, 12.952572 45.623502, 12.952458 45.623461)),((12.952127 45.62389, 12.951946 45.624141, 12.953231 45.6246, 12.955254 45.625326, 12.957409 45.626101, 12.95759 45.625857, 12.955331 45.625046, 12.953515 45.624393, 12.952127 45.62389)))","Winter crop",2,"November"
321,"2024-08-15",2024,"Sowing",2,"Buckwheat, fodder radish","Cover crop","12.9467312615504,45.6262742931349","NL","Unifarm","MULTIPOLYGON (((12.944141 45.625024, 12.943963 45.625268, 12.946536 45.626192, 12.949504 45.62726, 12.949579 45.627157, 12.949681 45.627019, 12.946903 45.626017, 12.944141 45.625024)),((12.943948 45.625288, 12.943775 45.625525, 12.946656 45.626566, 12.94931 45.627524, 12.949489 45.62728, 12.946521 45.626212, 12.943948 45.625288)))","Cover crop",2,"August"
321,"2024-08-27",2024,"Sowing",2,"Buckwheat, fodder radish","Cover crop","12.9467312615504,45.6262742931349","NL","Unifarm","MULTIPOLYGON (((12.944141 45.625024, 12.943963 45.625268, 12.946536 45.626192, 12.949504 45.62726, 12.949579 45.627157, 12.949681 45.627019, 12.946903 45.626017, 12.944141 45.625024)),((12.943948 45.625288, 12.943775 45.625525, 12.946656 45.626566, 12.94931 45.627524, 12.949489 45.62728, 12.946521 45.626212, 12.943948 45.625288)))","Cover crop",2,"August"
321,"2023-05-04",2023,"Sowing",2,"Lupine","Main crop","12.9467312615504,45.6262742931349","NL","Unifarm","MULTIPOLYGON (((12.944141 45.625024, 12.943963 45.625268, 12.946536 45.626192, 12.949504 45.62726, 12.949579 45.627157, 12.949681 45.627019, 12.946903 45.626017, 12.944141 45.625024)),((12.943948 45.625288, 12.943775 45.625525, 12.946656 45.626566, 12.94931 45.627524, 12.949489 45.62728, 12.946521 45.626212, 12.943948 45.625288)))","Summer crop",2,"May"
321,"2023-05-17",2023,"Sowing",2,"Lupine","Undersowing","12.9467312615504,45.6262742931349","NL","Unifarm","MULTIPOLYGON (((12.944141 45.625024, 12.943963 45.625268, 12.946536 45.626192, 12.949504 45.62726, 12.949579 45.627157, 12.949681 45.627019, 12.946903 45.626017, 12.944141 45.625024)),((12.943948 45.625288, 12.943775 45.625525, 12.946656 45.626566, 12.94931 45.627524, 12.949489 45.62728, 12.946521 45.626212, 12.943948 45.625288)))","Summer crop",2,"May"
